City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
172,macherla,16.4833,79.4333,18.200000000000045,92,27,1.05,IN,1703808172
173,zakynthos,37.7914,20.8953,13.870000000000005,77,7,0.86,GR,1703808173
174,salym,60.0625,71.4789,-4.3799999999999955,95,100,5.22,RU,1703808174
175,hovd,48.0056,91.6419,-12.699999999999989,62,0,3.54,MN,1703808175
176,margaret river,-33.95,115.0667,16.140000000000043,67,13,6.59,AU,1703808176
177,cidreira,-30.1811,-50.2056,23.03000000000003,86,2,4.82,BR,1703808177
178,hadibu,12.65,54.0333,23.689999999999998,78,90,3.38,YE,1703808178
179,constantia,44.1833,28.65,4.3799999999999955,74,68,3.86,RO,1703808179
180,santa helena de goias,-17.8136,-50.5969,27.900000000000034,50,43,0.61,BR,1703808180
181,daru,-9.0763,143.2092,30.160000000000025,68,99,2.96,PG,1703808182
182,kodiak,57.79,-152.4072,-1.2699999999999818,64,0,2.57,US,1703808183
183,torit,4.4133,32.5678,26.060000000000002,50,87,0.31,SS,1703808184
184,carolina beach,34.0352,-77.8936,13.340000000000032,64,67,4.11,US,1703808185
185,parauapebas,-6.0675,-49.9022,24.620000000000005,84,80,0.34,BR,1703808186
186,manggar,-2.8833,108.2667,27.53000000000003,80,79,1.58,ID,1703808187
187,palmer,42.1584,-72.3287,6.900000000000034,72,100,1.79,US,1703808188
188,kodinsk,58.6881,99.1844,-14.039999999999964,97,100,0.86,RU,1703808189
189,uturoa,-16.7333,-151.4333,27.439999999999998,83,83,6.36,PF,1703808191
190,xinyuan,37.3,99.0,-11.620000000000005,52,2,4.55,CN,1703808192
191,chertkovo,49.3847,40.1547,-0.9699999999999704,83,71,4.91,RU,1703808193
192,walvis bay,-22.9575,14.5053,17.27000000000004,94,0,1.03,,1703808194
193,tralee,52.2704,-9.7026,7.920000000000016,72,93,7.94,IE,1703808195
194,saipan,15.1355,145.701,27.5,73,72,9.26,MP,1703808197
195,ayr,55.4627,-4.6339,7.9500000000000455,79,79,12.81,GB,1703808198
196,sint-gillis-waas,51.228,4.1206,11.29000000000002,81,100,4.47,BE,1703808199
197,bonthe,7.5264,-12.505,25.480000000000018,84,17,1.3,SL,1703808200
198,richfield,44.8833,-93.283,2.0600000000000023,88,100,4.63,US,1703807970
199,ponta pora,-22.5361,-55.7256,26.52000000000004,46,50,2.13,BR,1703808121
200,tercan,39.7794,40.3925,-4.829999999999984,93,51,1.48,TR,1703808202
201,udachny,66.4167,112.4,-39.17999999999998,100,68,0.68,RU,1703808203
202,vorgashor,67.5833,63.95,-12.049999999999955,89,100,3.91,RU,1703808204
203,mejit,10.2753,170.8646,27.350000000000023,81,95,7.76,MH,1703808205
204,yuzhno-kurilsk,44.0306,145.8556,-2.569999999999993,63,99,4.01,RU,1703808206
205,gubbio,43.3545,12.5725,9.03000000000003,80,100,1.85,IT,1703808207
206,mont-dore,-22.2833,166.5833,33.99000000000001,55,92,3.45,NC,1703808208
207,muisne,0.6,-80.0333,24.680000000000007,89,90,2.66,EC,1703808209
208,alofi,-19.0595,-169.9187,25.660000000000025,79,35,7.17,NU,1703808210
